Journal title,ISSN,eISSN,Publisher details
PACIFIC SCIENCE,0030-8870,1534-6188,UNIV HAWAII PRESS
PACKAGING TECHNOLOGY AND SCIENCE,0894-3214,1099-1522,WILEY
PADDY AND WATER ENVIRONMENT,1611-2490,1611-2504,SPRINGER HEIDELBERG
PAEDIATRIC AND PERINATAL EPIDEMIOLOGY,0269-5022,1365-3016,WILEY
PAEDIATRIC RESPIRATORY REVIEWS,1526-0542,1526-0550,ELSEVIER SCI LTD
PAEDIATRICS AND INTERNATIONAL CHILD HEALTH,2046-9047,2046-9055,TAYLOR & FRANCIS LTD
PAEDIATRICS & CHILD HEALTH,1205-7088,1918-1485,OXFORD UNIV PRESS INC
PAIN,0304-3959,1872-6623,LIPPINCOTT WILLIAMS & WILKINS
PAIN AND THERAPY,2193-8237,2193-651X,SPRINGER INT PUBL AG
PAIN MANAGEMENT NURSING,1524-9042,1532-8635,ELSEVIER SCIENCE INC
PAIN MEDICINE,1526-2375,1526-4637,OXFORD UNIV PRESS
PAIN PHYSICIAN,1533-3159,2150-1149,AM SOC INTERVENTIONAL PAIN PHYSICIANS
PAIN PRACTICE,1530-7085,1533-2500,WILEY
PAIN RESEARCH & MANAGEMENT,1203-6765,1918-1523,WILEY
PAKISTAN JOURNAL OF AGRICULTURAL SCIENCES,0552-9034,2076-0906,"UNIV AGRICULTURE, FAC VETERINARY SCIENCE"
PAKISTAN JOURNAL OF BOTANY,0556-3321,2070-3368,PAKISTAN BOTANICAL SOC
PAKISTAN JOURNAL OF MEDICAL SCIENCES,1682-024X,1681-715X,PROFESSIONAL MEDICAL PUBLICATIONS
PAKISTAN JOURNAL OF PHARMACEUTICAL SCIENCES,1011-601X,1011-601X,UNIV KARACHI
PAKISTAN VETERINARY JOURNAL,0253-8318,2074-7764,"UNIV AGRICULTURE, FAC VETERINARY SCIENCE"
PALAEOBIODIVERSITY AND PALAEOENVIRONMENTS,1867-1594,1867-1608,SPRINGER HEIDELBERG
PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,0031-0182,1872-616X,ELSEVIER
PALAEONTOGRAPHICA ABTEILUNG A-PALAOZOOLOGIE-STRATIGRAPHIE,0375-0442,0375-0442,E SCHWEIZERBARTSCHE VERLAGSBUCHHANDLUNG
PALAEONTOGRAPHICA ABTEILUNG B-PALAEOPHYTOLOGIE PALAEOBOTANY-PALAEOPHYTOLOGY,2194-900X,2509-839X,E SCHWEIZERBARTSCHE VERLAGSBUCHHANDLUNG
PALAEONTOLOGIA ELECTRONICA,1935-3952,1094-8074,COQUINA PRESS
PALAEONTOLOGY,0031-0239,1475-4983,WILEY
PALAEOWORLD,1871-174X,1875-5887,ELSEVIER
PALAIOS,0883-1351,1938-5323,SEPM-SOC SEDIMENTARY GEOLOGY
PALEOBIOLOGY,0094-8373,1938-5331,CAMBRIDGE UNIV PRESS
PALEOCEANOGRAPHY AND PALEOCLIMATOLOGY,2572-4517,2572-4525,AMER GEOPHYSICAL UNION
PALEONTOLOGICAL JOURNAL,0031-0301,1555-6174,PLEIADES PUBLISHING INC
PALEONTOLOGICAL RESEARCH,1342-8144,1880-0068,PALAEONTOLOGICAL SOC JAPAN
PALLIATIVE MEDICINE,0269-2163,1477-030X,SAGE PUBLICATIONS LTD
PALYNOLOGY,0191-6122,1558-9188,TAYLOR & FRANCIS INC
PALZ,0031-0220,1867-6812,SPRINGER HEIDELBERG
PANCREAS,0885-3177,1536-4828,LIPPINCOTT WILLIAMS & WILKINS
PANCREATOLOGY,1424-3903,1424-3911,ELSEVIER
PANMINERVA MEDICA,0031-0808,1827-1898,EDIZIONI MINERVA MEDICA
PAN-PACIFIC ENTOMOLOGIST,0031-0603,2162-0237,PACIFIC COAST ENTOMOL SOC
PAPERS IN PALAEONTOLOGY,2056-2799,2056-2802,WILEY
PARALLEL COMPUTING,0167-8191,1872-7336,ELSEVIER
PARASITE,1252-607X,1776-1042,EDP SCIENCES S A
PARASITE IMMUNOLOGY,0141-9838,1365-3024,WILEY
PARASITES HOSTS AND DISEASES,2982-5164,2982-6799,"KOREAN SOC PARASITOLOGY, SEOUL NATL UNIV COLL MEDI"
PARASITES & VECTORS,1756-3305,1756-3305,BMC
PARASITOLOGY,0031-1820,1469-8161,CAMBRIDGE UNIV PRESS
PARASITOLOGY INTERNATIONAL,1383-5769,1873-0329,ELSEVIER IRELAND LTD
PARASITOLOGY RESEARCH,0932-0113,1432-1955,SPRINGER
PARKINSONISM & RELATED DISORDERS,1353-8020,1873-5126,ELSEVIER SCI LTD
PARKINSONS DISEASE,2090-8083,2042-0080,WILEY
PARTICLE AND FIBRE TOXICOLOGY,1743-8977,1743-8977,BMC
PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION,0934-0866,1521-4117,WILEY-V C H VERLAG GMBH
PARTICULATE SCIENCE AND TECHNOLOGY,0272-6351,1548-0046,TAYLOR & FRANCIS INC
PARTICUOLOGY,1674-2001,2210-4291,ELSEVIER SCIENCE INC
PATHOBIOLOGY,1015-2008,1423-0291,KARGER
PATHOGENS,,2076-0817,MDPI
PATHOGENS AND DISEASE,2049-632X,2049-632X,OXFORD UNIV PRESS
PATHOGENS AND GLOBAL HEALTH,2047-7724,2047-7732,TAYLOR & FRANCIS LTD
PATHOLOGIE,2731-7188,2731-7196,SPRINGER HEIDELBERG
PATHOLOGY,0031-3025,1465-3931,ELSEVIER
PATHOLOGY INTERNATIONAL,,1440-1827,WILEY
PATHOLOGY & ONCOLOGY RESEARCH,1219-4956,1532-2807,FRONTIERS MEDIA SA
PATHOLOGY RESEARCH AND PRACTICE,0344-0338,1618-0631,ELSEVIER GMBH
PATIENT EDUCATION AND COUNSELING,0738-3991,1873-5134,ELSEVIER IRELAND LTD
PATIENT-PATIENT CENTERED OUTCOMES RESEARCH,1178-1653,1178-1661,ADIS INT LTD
PATIENT PREFERENCE AND ADHERENCE,1177-889X,1177-889X,DOVE MEDICAL PRESS LTD
PATTERN ANALYSIS AND APPLICATIONS,1433-7541,1433-755X,SPRINGER
PATTERN RECOGNITION,0031-3203,1873-5142,ELSEVIER SCI LTD
PATTERN RECOGNITION LETTERS,0167-8655,1872-7344,ELSEVIER
PCI JOURNAL,0887-9672,0887-9672,PRECAST/PRESTRESSED CONCRETE INST
PEDIATRIC ALLERGY AND IMMUNOLOGY,0905-6157,1399-3038,WILEY
PEDIATRIC ALLERGY IMMUNOLOGY AND PULMONOLOGY,2151-321X,2151-3228,"MARY ANN LIEBERT, INC"
PEDIATRIC AND DEVELOPMENTAL PATHOLOGY,1093-5266,1615-5742,SAGE PUBLICATIONS INC
PEDIATRIC ANESTHESIA,1155-5645,1460-9592,WILEY
PEDIATRIC ANNALS,0090-4481,1938-2359,SLACK INC
PEDIATRIC BLOOD & CANCER,1545-5009,1545-5017,WILEY
PEDIATRIC CARDIOLOGY,0172-0643,1432-1971,SPRINGER
PEDIATRIC CLINICS OF NORTH AMERICA,0031-3955,1557-8240,W B SAUNDERS CO-ELSEVIER INC
PEDIATRIC CRITICAL CARE MEDICINE,1529-7535,1947-3893,LIPPINCOTT WILLIAMS & WILKINS
PEDIATRIC DENTISTRY,0164-1263,1942-5473,AMER ACAD PEDIATRIC DENTISTRY
PEDIATRIC DERMATOLOGY,0736-8046,1525-1470,WILEY
PEDIATRIC DIABETES,1399-543X,1399-5448,WILEY
PEDIATRIC DRUGS,1174-5878,1179-2019,ADIS INT LTD
PEDIATRIC EMERGENCY CARE,0749-5161,1535-1815,LIPPINCOTT WILLIAMS & WILKINS
PEDIATRIC EXERCISE SCIENCE,0899-8493,1543-2920,HUMAN KINETICS PUBL INC
PEDIATRIC HEMATOLOGY AND ONCOLOGY,0888-0018,1521-0669,TAYLOR & FRANCIS INC
PEDIATRIC INFECTIOUS DISEASE JOURNAL,0891-3668,1532-0987,LIPPINCOTT WILLIAMS & WILKINS
PEDIATRIC NEPHROLOGY,0931-041X,1432-198X,SPRINGER
PEDIATRIC NEUROLOGY,0887-8994,1873-5150,ELSEVIER SCIENCE INC
PEDIATRIC NEUROSURGERY,1016-2291,1423-0305,KARGER
PEDIATRIC OBESITY,2047-6302,2047-6310,WILEY
PEDIATRIC PHYSICAL THERAPY,0898-5669,1538-005X,LIPPINCOTT WILLIAMS & WILKINS
PEDIATRIC PULMONOLOGY,8755-6863,1099-0496,WILEY
PEDIATRIC RADIOLOGY,0301-0449,1432-1998,SPRINGER
PEDIATRIC RESEARCH,0031-3998,1530-0447,SPRINGERNATURE
PEDIATRIC RHEUMATOLOGY,,1546-0096,BMC
PEDIATRICS,0031-4005,1098-4275,AMER ACAD PEDIATRICS
PEDIATRICS AND NEONATOLOGY,1875-9572,2212-1692,ELSEVIER TAIWAN
PEDIATRICS INTERNATIONAL,1328-8067,1442-200X,WILEY
PEDIATRIC SURGERY INTERNATIONAL,0179-0358,1437-9813,SPRINGER
PEDIATRIC TRANSPLANTATION,1397-3142,1399-3046,WILEY
PEDOBIOLOGIA,0031-4056,1873-1511,ELSEVIER GMBH
PEDOSPHERE,1002-0160,2210-5107,SCIENCE PRESS
PEERJ,2167-8359,2167-8359,PEERJ INC
PEERJ COMPUTER SCIENCE,,2376-5992,PEERJ INC
PEER-TO-PEER NETWORKING AND APPLICATIONS,1936-6442,1936-6450,SPRINGER
PEOPLE AND NATURE,,2575-8314,WILEY
PEPTIDES,0196-9781,1873-5169,ELSEVIER SCIENCE INC
PEPTIDE SCIENCE,2475-8817,2475-8817,WILEY
PERCEPTION,0301-0066,1468-4233,SAGE PUBLICATIONS LTD
PERFORMANCE EVALUATION,0166-5316,1872-745X,ELSEVIER
PERFUSION-UK,0267-6591,1477-111X,SAGE PUBLICATIONS LTD
PERIODICA MATHEMATICA HUNGARICA,0031-5303,1588-2829,SPRINGER
PERIODICA POLYTECHNICA-CHEMICAL ENGINEERING,0324-5853,1587-3765,BUDAPEST UNIV TECHNOLOGY ECONOMICS
PERIODICA POLYTECHNICA-CIVIL ENGINEERING,0553-6626,1587-3773,BUDAPEST UNIV TECHNOLOGY ECONOMICS
PERIODICO DI MINERALOGIA,0369-8963,2239-1002,SAPIENZA UNIV EDITRICE
PERIODICUM BIOLOGORUM,0031-5362,1849-0964,PERIODICUM BIOLOGORUM
PERIODONTOLOGY 2000,0906-6713,1600-0757,WILEY
PERIOPERATIVE MEDICINE,,2047-0525,BMC
PERITONEAL DIALYSIS INTERNATIONAL,0896-8608,1718-4304,SAGE PUBLICATIONS INC
PERMAFROST AND PERIGLACIAL PROCESSES,1045-6740,1099-1530,WILEY
PERSONALIZED MEDICINE,1741-0541,1744-828X,TAYLOR & FRANCIS LTD
PERSOONIA,0031-5850,1878-9080,RIJKSHERBARIUM
PERSPECTIVES IN BIOLOGY AND MEDICINE,0031-5982,1529-8795,JOHNS HOPKINS UNIV PRESS
PERSPECTIVES IN ECOLOGY AND CONSERVATION,2530-0644,2530-0644,ELSEVIER SCI LTD
PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,1433-8319,1433-8319,ELSEVIER GMBH
PERSPECTIVES IN PSYCHIATRIC CARE,0031-5990,1744-6163,WILEY
PERSPECTIVES ON MEDICAL EDUCATION,2212-2761,2212-277X,UBIQUITY PRESS LTD
PERVASIVE AND MOBILE COMPUTING,1574-1192,1873-1589,ELSEVIER
PESQUISA AGROPECUARIA BRASILEIRA,0100-204X,1678-3921,EMPRESA BRASIL PESQ AGROPEC
PESQUISA VETERINARIA BRASILEIRA,0100-736X,1678-5150,REVISTA PESQUISA VETERINARIA BRASILEIRA
PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY,0048-3575,1095-9939,ACADEMIC PRESS INC ELSEVIER SCIENCE
PEST MANAGEMENT SCIENCE,1526-498X,1526-4998,JOHN WILEY & SONS LTD
PETROLEUM CHEMISTRY,0965-5441,1555-6239,MAIK NAUKA/INTERPERIODICA/SPRINGER
PETROLEUM EXPLORATION AND DEVELOPMENT,2096-4803,1876-3804,KEAI PUBLISHING LTD
PETROLEUM GEOSCIENCE,1354-0793,2041-496X,GEOLOGICAL SOC PUBL HOUSE
PETROLEUM SCIENCE,1672-5107,1995-8226,KEAI PUBLISHING LTD
PETROLEUM SCIENCE AND TECHNOLOGY,1091-6466,1532-2459,TAYLOR & FRANCIS INC
PETROLOGY,0869-5911,1556-2085,PLEIADES PUBLISHING INC
PETROPHYSICS,1529-9074,1529-9074,SOC PETROPHYSICISTS & WELL LOG ANALYSTS-SPWLA
PFERDEHEILKUNDE,0177-7726,,HIPPIATRIKA VERLAG MBH
PFG-JOURNAL OF PHOTOGRAMMETRY REMOTE SENSING AND GEOINFORMATION SCIENCE,2512-2789,2512-2819,SPRINGER INT PUBL AG
PFLEGE,1012-5302,1664-283X,HOGREFE AG-HOGREFE AG SUISSE
PFLUGERS ARCHIV-EUROPEAN JOURNAL OF PHYSIOLOGY,0031-6768,1432-2013,SPRINGER HEIDELBERG
PHARMACEUTICAL BIOLOGY,1388-0209,1744-5116,TAYLOR & FRANCIS LTD
PHARMACEUTICAL CHEMISTRY JOURNAL,0091-150X,1573-9031,SPRINGER
PHARMACEUTICAL DEVELOPMENT AND TECHNOLOGY,1083-7450,1097-9867,TAYLOR & FRANCIS LTD
PHARMACEUTICAL RESEARCH,0724-8741,1573-904X,SPRINGER/PLENUM PUBLISHERS
PHARMACEUTICALS,,1424-8247,MDPI
PHARMACEUTICAL STATISTICS,1539-1604,1539-1612,WILEY
PHARMACEUTICS,,1999-4923,MDPI
PHARMACOECONOMICS,1170-7690,1179-2027,ADIS INT LTD
PHARMACOEPIDEMIOLOGY AND DRUG SAFETY,1053-8569,1099-1557,WILEY
PHARMACOGENETICS AND GENOMICS,1744-6872,1744-6880,LIPPINCOTT WILLIAMS & WILKINS
PHARMACOGENOMICS,1462-2416,1744-8042,TAYLOR & FRANCIS LTD
PHARMACOGENOMICS JOURNAL,1470-269X,1473-1150,SPRINGERNATURE
PHARMACOGENOMICS & PERSONALIZED MEDICINE,,1178-7066,DOVE MEDICAL PRESS LTD
PHARMACOGNOSY MAGAZINE,0973-1296,0976-4062,SAGE PUBLICATIONS INDIA  PVT LTD
PHARMACOLOGICAL REPORTS,1734-1140,2299-5684,SPRINGER HEIDELBERG
PHARMACOLOGICAL RESEARCH,1043-6618,1096-1186,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
PHARMACOLOGICAL REVIEWS,0031-6997,1521-0081,AMER SOC PHARMACOLOGY EXPERIMENTAL THERAPEUTICS
PHARMACOLOGY,0031-7012,1423-0313,KARGER
PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,0091-3057,1873-5177,PERGAMON-ELSEVIER SCIENCE LTD
PHARMACOLOGY RESEARCH & PERSPECTIVES,2052-1707,2052-1707,JOHN WILEY & SONS LTD
PHARMACOLOGY & THERAPEUTICS,0163-7258,1879-016X,PERGAMON-ELSEVIER SCIENCE LTD
PHARMACOPSYCHIATRY,0176-3679,1439-0795,GEORG THIEME VERLAG KG
PHARMACOTHERAPY,0277-0008,1875-9114,WILEY
PHARMAZIE,0031-7144,0031-7144,AVOXA-MEDIENGRUPPE DEUTSCHER APOTHEKER GMBH
PHASE TRANSITIONS,0141-1594,1029-0338,TAYLOR & FRANCIS LTD
PHILIPPINE AGRICULTURAL SCIENTIST,0031-7454,,UNIV PHILIPPINES LOS BANOS
PHILIPPINE JOURNAL OF CROP SCIENCE,0115-463X,,CROP SCIENCE SOC PHILLIPPINES
PHILOSOPHIA MATHEMATICA,0031-8019,1744-6406,OXFORD UNIV PRESS INC
PHILOSOPHICAL MAGAZINE,1478-6435,1478-6443,TAYLOR & FRANCIS LTD
PHILOSOPHICAL MAGAZINE LETTERS,0950-0839,1362-3036,TAYLOR & FRANCIS LTD
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,1364-503X,1471-2962,ROYAL SOC
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8436,1471-2970,ROYAL SOC
PHILOSOPHY ETHICS AND HUMANITIES IN MEDICINE,1747-5341,1747-5341,BMC
PHILOSOPHY OF SCIENCE,0031-8248,1539-767X,CAMBRIDGE UNIV PRESS
PHLEBOLOGY,0268-3555,1758-1125,SAGE PUBLICATIONS INC
PHONETICA,0031-8388,1423-0321,DE GRUYTER MOUTON
PHOSPHORUS SULFUR AND SILICON AND THE RELATED ELEMENTS,1042-6507,1563-5325,TAYLOR & FRANCIS LTD
PHOTOACOUSTICS,2213-5979,2213-5979,ELSEVIER GMBH
PHOTOBIOMODULATION PHOTOMEDICINE AND LASER SURGERY,,2578-5478,"MARY ANN LIEBERT, INC"
PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,1474-905X,1474-9092,SPRINGERNATURE
PHOTOCHEMISTRY AND PHOTOBIOLOGY,0031-8655,1751-1097,WILEY
PHOTODERMATOLOGY PHOTOIMMUNOLOGY & PHOTOMEDICINE,0905-4383,1600-0781,WILEY
PHOTODIAGNOSIS AND PHOTODYNAMIC THERAPY,1572-1000,1873-1597,ELSEVIER
PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING,0099-1112,2374-8079,AMER SOC PHOTOGRAMMETRY
PHOTOGRAMMETRIC RECORD,0031-868X,1477-9730,WILEY
PHOTONIC NETWORK COMMUNICATIONS,1387-974X,1572-8188,SPRINGER
PHOTONICS,,2304-6732,MDPI
PHOTONICS AND NANOSTRUCTURES-FUNDAMENTALS AND APPLICATIONS,1569-4410,1569-4429,ELSEVIER
PHOTONIC SENSORS,1674-9251,2190-7439,SPRINGER
PHOTONICS RESEARCH,2327-9125,2327-9125,CHINESE LASER PRESS
PHOTONIX,,2662-1991,SPRINGERNATURE
PHOTOSYNTHESIS RESEARCH,0166-8595,1573-5079,SPRINGER
PHOTOSYNTHETICA,0300-3604,1573-9058,"ACAD SCIENCES CZECH REPUBLIC, INST EXPERIMENTAL BOTANY"
PHYCOLOGIA,0031-8884,2330-2968,TAYLOR & FRANCIS LTD
PHYCOLOGICAL RESEARCH,1322-0829,1440-1835,WILEY
PHYLLOMEDUSA,1519-1397,2316-9079,"UNIV SAO PAULO, ESALQ"
PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,0378-4371,1873-2119,ELSEVIER
PHYSICA B-CONDENSED MATTER,0921-4526,1873-2135,ELSEVIER
PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS,0921-4534,1873-2143,ELSEVIER
PHYSICA D-NONLINEAR PHENOMENA,0167-2789,1872-8022,ELSEVIER
PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES,1386-9477,1873-1759,ELSEVIER
PHYSICAL AND ENGINEERING SCIENCES IN MEDICINE,2662-4729,2662-4737,SPRINGER
PHYSICAL BIOLOGY,1478-3967,1478-3975,IOP PUBLISHING LTD
PHYSICAL CHEMISTRY CHEMICAL PHYSICS,1463-9076,1463-9084,ROYAL SOC CHEMISTRY
PHYSICAL COMMUNICATION,1874-4907,1874-4907,ELSEVIER
PHYSICAL GEOGRAPHY,0272-3646,1930-0557,TAYLOR & FRANCIS LTD
PHYSICAL MEDICINE AND REHABILITATION CLINICS OF NORTH AMERICA,1047-9651,1558-1381,W B SAUNDERS CO-ELSEVIER INC
PHYSICAL MESOMECHANICS,1029-9599,1990-5424,SPRINGER
PHYSICAL & OCCUPATIONAL THERAPY IN PEDIATRICS,0194-2638,1541-3144,TAYLOR & FRANCIS INC
PHYSICAL REVIEW A,2469-9926,2469-9934,AMER PHYSICAL SOC
PHYSICAL REVIEW ACCELERATORS AND BEAMS,,2469-9888,AMER PHYSICAL SOC
PHYSICAL REVIEW APPLIED,2331-7019,2331-7019,AMER PHYSICAL SOC
PHYSICAL REVIEW B,2469-9950,2469-9969,AMER PHYSICAL SOC
PHYSICAL REVIEW C,2469-9985,2469-9993,AMER PHYSICAL SOC
PHYSICAL REVIEW D,2470-0010,2470-0029,AMER PHYSICAL SOC
PHYSICAL REVIEW E,2470-0045,2470-0053,AMER PHYSICAL SOC
PHYSICAL REVIEW FLUIDS,2469-990X,2469-990X,AMER PHYSICAL SOC
PHYSICAL REVIEW LETTERS,0031-9007,1079-7114,AMER PHYSICAL SOC
PHYSICAL REVIEW MATERIALS,2475-9953,2475-9953,AMER PHYSICAL SOC
PHYSICAL REVIEW PHYSICS EDUCATION RESEARCH,2469-9896,2469-9896,AMER PHYSICAL SOC
PHYSICAL REVIEW X,2160-3308,2160-3308,AMER PHYSICAL SOC
PHYSICAL THERAPY,0031-9023,1538-6724,OXFORD UNIV PRESS INC
PHYSICAL THERAPY IN SPORT,1466-853X,1466-853X,CHURCHILL LIVINGSTONE
PHYSICA MEDICA-EUROPEAN JOURNAL OF MEDICAL PHYSICS,1120-1797,1724-191X,ELSEVIER SCI LTD
PHYSICA SCRIPTA,0031-8949,1402-4896,IOP PUBLISHING LTD
PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE,1862-6300,1862-6319,WILEY-V C H VERLAG GMBH
PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS,0370-1972,1521-3951,WILEY-V C H VERLAG GMBH
PHYSICA STATUS SOLIDI-RAPID RESEARCH LETTERS,1862-6254,1862-6270,WILEY-V C H VERLAG GMBH
PHYSICIAN AND SPORTSMEDICINE,0091-3847,2326-3660,TAYLOR & FRANCIS LTD
PHYSICOCHEMICAL PROBLEMS OF MINERAL PROCESSING,1643-1049,2084-4735,OFICYNA WYDAWNICZA POLITECHNIKI WROCLAWSKIEJ
PHYSICS AND CHEMISTRY OF GLASSES-EUROPEAN JOURNAL OF GLASS SCIENCE AND TECHNOLOGY PART B,1753-3562,1750-6689,SOC GLASS TECHNOLOGY
PHYSICS AND CHEMISTRY OF LIQUIDS,0031-9104,1029-0451,TAYLOR & FRANCIS LTD
PHYSICS AND CHEMISTRY OF MINERALS,0342-1791,1432-2021,SPRINGER
PHYSICS AND CHEMISTRY OF THE EARTH,1474-7065,1873-5193,PERGAMON-ELSEVIER SCIENCE LTD
PHYSICS IN MEDICINE AND BIOLOGY,0031-9155,1361-6560,IOP PUBLISHING LTD
PHYSICS IN PERSPECTIVE,1422-6944,1422-6960,SPRINGER BASEL AG
PHYSICS LETTERS A,0375-9601,1873-2429,ELSEVIER
PHYSICS LETTERS B,0370-2693,1873-2445,ELSEVIER
PHYSICS OF ATOMIC NUCLEI,1063-7788,1562-692X,PLEIADES PUBLISHING INC
PHYSICS OF FLUIDS,1070-6631,1089-7666,AIP PUBLISHING
PHYSICS OF LIFE REVIEWS,1571-0645,1873-1457,ELSEVIER
PHYSICS OF METALS AND METALLOGRAPHY,0031-918X,1555-6190,MAIK NAUKA/INTERPERIODICA/SPRINGER
PHYSICS OF PARTICLES AND NUCLEI,1063-7796,1531-8559,PLEIADES PUBLISHING INC
PHYSICS OF PLASMAS,1070-664X,1089-7674,AIP PUBLISHING
PHYSICS OF THE DARK UNIVERSE,,2212-6864,ELSEVIER
PHYSICS OF THE EARTH AND PLANETARY INTERIORS,0031-9201,1872-7395,ELSEVIER
PHYSICS OF THE SOLID STATE,1063-7834,1090-6460,PLEIADES PUBLISHING INC
PHYSICS OF WAVE PHENOMENA,1541-308X,1934-807X,PLEIADES PUBLISHING INC
PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,0370-1573,1873-6270,ELSEVIER
PHYSICS TEACHER,0031-921X,1943-4928,AMER ASSN PHYSICS TEACHERS
PHYSICS TODAY,0031-9228,1945-0699,AMER INST PHYSICS
PHYSICS-USPEKHI,1063-7869,1468-4780,USPEKHI FIZICHESKIKH NAUK
PHYSICS WORLD,0953-8585,2058-7058,IOP PUBLISHING LTD
PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN,0940-6689,1439-085X,GEORG THIEME VERLAG KG
PHYSIOLOGIA PLANTARUM,0031-9317,1399-3054,WILEY
PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,1522-2152,1537-5293,UNIV CHICAGO PRESS
PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY,0885-5765,0885-5765,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
PHYSIOLOGICAL ENTOMOLOGY,0307-6962,1365-3032,WILEY
PHYSIOLOGICAL GENOMICS,1094-8341,1531-2267,AMER PHYSIOLOGICAL SOC
PHYSIOLOGICAL MEASUREMENT,0967-3334,1361-6579,IOP PUBLISHING LTD
PHYSIOLOGICAL RESEARCH,0862-8408,1802-9973,"ACAD SCIENCES CZECH REPUBLIC, INST PHYSIOLOGY"
PHYSIOLOGICAL REVIEWS,0031-9333,1522-1210,AMER PHYSIOLOGICAL SOC
PHYSIOLOGY,1548-9213,1548-9221,AMER PHYSIOLOGICAL SOC
PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS,0971-5894,0974-0430,SPRINGER
PHYSIOLOGY & BEHAVIOR,0031-9384,1873-507X,PERGAMON-ELSEVIER SCIENCE LTD
PHYSIOLOGY INTERNATIONAL,2498-602X,2498-602X,AKADEMIAI KIADO ZRT
PHYSIOTHERAPY,0031-9406,1873-1465,ELSEVIER SCI LTD
PHYSIOTHERAPY CANADA,0300-0508,1708-8313,UNIV TORONTO PRESS INC
PHYSIOTHERAPY THEORY AND PRACTICE,0959-3985,1532-5040,TAYLOR & FRANCIS INC
PHYTOBIOMES JOURNAL,,2471-2906,AMER PHYTOPATHOLOGICAL SOC
PHYTOCHEMICAL ANALYSIS,0958-0344,1099-1565,WILEY
PHYTOCHEMISTRY,0031-9422,1873-3700,PERGAMON-ELSEVIER SCIENCE LTD
PHYTOCHEMISTRY LETTERS,1874-3900,1876-7486,ELSEVIER
PHYTOCHEMISTRY REVIEWS,1568-7767,1572-980X,SPRINGER
PHYTOCOENOLOGIA,0340-269X,2363-7153,GEBRUDER BORNTRAEGER
PHYTOKEYS,1314-2011,1314-2003,PENSOFT PUBLISHERS
PHYTOMEDICINE,0944-7113,1618-095X,ELSEVIER GMBH
PHYTON-ANNALES REI BOTANICAE,0079-2047,,FERDINAND BERGER SOEHNE
PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY,0031-9457,1851-5657,TECH SCIENCE PRESS
PHYTOPARASITICA,0334-2123,1876-7184,SPRINGER
PHYTOPATHOLOGIA MEDITERRANEA,0031-9465,1593-2095,MEDITERRANEAN PHYTOPATHOLOGICAL UNION
PHYTOPATHOLOGY,0031-949X,1943-7684,AMER PHYTOPATHOLOGICAL SOC
PHYTOPATHOLOGY RESEARCH,2096-5362,2524-4167,SPRINGERNATURE
PHYTOPROTECTION,0031-9511,1710-1603,QUEBEC SOC PROTECT PLANTS
PHYTOTAXA,1179-3155,1179-3163,MAGNOLIA PRESS
PHYTOTHERAPY RESEARCH,0951-418X,1099-1573,WILEY
PIGMENT CELL & MELANOMA RESEARCH,1755-1471,1755-148X,WILEY
PIGMENT & RESIN TECHNOLOGY,0369-9420,1758-6941,EMERALD GROUP PUBLISHING LTD
PITUITARY,1386-341X,1573-7403,SPRINGER
PLACENTA,0143-4004,1532-3102,W B SAUNDERS CO LTD
PLANETARY AND SPACE SCIENCE,0032-0633,1873-5088,PERGAMON-ELSEVIER SCIENCE LTD
PLANKTON & BENTHOS RESEARCH,1880-8247,1882-627X,PLANKTON SOC JAPAN
PLANTA,0032-0935,1432-2048,SPRINGER
PLANTA MEDICA,0032-0943,1439-0221,GEORG THIEME VERLAG KG
PLANT AND CELL PHYSIOLOGY,0032-0781,1471-9053,OXFORD UNIV PRESS
PLANT AND SOIL,0032-079X,1573-5036,SPRINGER
PLANT BIOLOGY,1435-8603,1438-8677,WILEY
