Journal title,ISSN,eISSN,Publisher details,Publisher details2,Country of Publication,Language,Web Address
Journal of Supply Chain Management,1523-2409,1745-493X,John Wiley & Sons,,United States,English,https://onlinelibrary.wiley.com/journal/1745493x
Journal of the Academy of Marketing Science,0092-0703,1552-7824,Springer,,United States,English,https://www.springer.com/journal/11747
Journal of Travel Research,0047-2875,1552-6763,Sage Publications,,United States,English,https://journals.sagepub.com/home/jtr
Journal of World Business,1090-9516,1878-5573,Elsevier,,Netherlands,English,http://www.sciencedirect.com/science/journal/10909516
Leadership Quarterly,1048-9843,1873-3409,Elsevier,,Netherlands,English,http://www.sciencedirect.com/science/journal/10489843
Long Range Planning,0024-6301,1873-1872,Elsevier,,United Kingdom,English,https://www.sciencedirect.com/journal/long-range-planning
Management Accounting Research,1044-5005,1096-1224,Academic Press,,United Kingdom,English,http://www.sciencedirect.com/science/journal/10445005
Management science,0025-1909,1526-5501,,INFORMS,United States,English,https://pubsonline.informs.org/journal/mnsc
Manufacturing & Service Operations Management,1523-4614,1526-5498,,INFORMS,United States,English,https://pubsonline.informs.org/journal/msom
Marketing science,0732-2399,1526-548X,,INFORMS,United States,English,https://pubsonline.informs.org/journal/mksc
Omega. The International Journal of Management Science,0305-0483,1873-5274,Elsevier,,Netherlands,English,http://www.sciencedirect.com/science/journal/03050483
Organization science,1047-7039,1526-5455,,INFORMS,United States,English,https://pubsonline.informs.org/journal/orsc
Organization Studies,0170-8406,1741-3044,Sage Publications,,Germany,English,https://journals.sagepub.com/home/oss
Organizational Research Methods,1094-4281,1552-7425,Sage Publications,,United States,English,http://orm.sagepub.com
Review of accounting studies,1380-6653,1573-7136,Springer,,,English,https://www.springer.com/journal/11142
Review of Finance,1572-3097,1875-824X,Oxford University Press,,United Kingdom,English,https://academic.oup.com/rof
Strategic Entrepreneurship Journal,1932-4391,1932-443X,John Wiley & Sons,,United Kingdom,English,https://onlinelibrary.wiley.com/journal/1932443x
Strategic Management Journal,0143-2095,1097-0266,John Wiley & Sons,,United Kingdom,English,https://onlinelibrary.wiley.com/journal/10970266
Technological Forecasting and Social Change,0040-1625,1873-5509,Elsevier,,United States,English,http://www.sciencedirect.com/science/journal/00401625
Technology in society,0160-791X,1879-3274,,,,,http://www.sciencedirect.com/science/journal/0160791X
The Academy of Management Annals,1941-6520,1941-6067,,Academy of Management,United States,English,http://aom.org/annals/
The Review of financial studies,0893-9454,1465-7368,Oxford University Press,,United Kingdom,English,https://academic.oup.com/rfs
Tourism Management,0261-5177,1879-3193,Elsevier,,Netherlands,English,http://www.sciencedirect.com/science/journal/02615177
Transportation Research Part B: Methodological,0191-2615,1879-2367,Elsevier,,Netherlands,,http://www.sciencedirect.com/science/journal/01912615
American economic journal. Applied economics,1945-7782,1945-7790,,American Economic Association,United States,English,https://www.aeaweb.org/journals/app/about-app
American Economic Journal: Economic Policy,1945-7731,1945-774X,,American Economic Association,United States,English,http://www.aeaweb.org/aej/pol/index.php
American Economic Journal: Macroeconomics,1945-7707,1945-7715,,American Economic Association,United States,English,http://www.aeaweb.org/aej-macro/index.php
American Economic Journal: Microeconomics,1945-7669,1945-7685,,American Economic Association,United States,English,http://www.aeaweb.org/aej-micro/index.php
American Economic Review: Insights (AER),2640-205X,2640-2068,,American Economic Association,United States,English,https://www.aeaweb.org/journals/aeri
American Journal of Agricultural Economics,0002-9092,1467-8276,Oxford University Press,,United States,English,http://ajae.oxfordjournals.org/
Econometric Theory,0266-4666,1469-4360,Cambridge University Press,,United States,English,http://journals.cambridge.org/action/displayJournal?jid=ECT
Econometrica,0012-9682,1468-0262,John Wiley & Sons,The Econometric Society,United States,English,https://onlinelibrary.wiley.com/journal/14680262
Econometrics Journal,1368-4221,1368-423X,Oxford University Press,,United Kingdom,English,https://academic.oup.com/ectj
Economic Journal,0013-0133,1468-0297,Oxford University Press,,United Kingdom,English,https://academic.oup.com/ej
Economica,0013-0427,1468-0335,John Wiley & Sons,,United Kingdom,English,https://onlinelibrary.wiley.com/journal/14680335
Economics of Education Review,0272-7757,1873-7382,Elsevier,,United Kingdom,English,http://www.sciencedirect.com/science/journal/02727757
European Economic Review,0014-2921,1873-572X,Elsevier,,Netherlands,English,http://www.sciencedirect.com/science/journal/00142921
Experimental Economics,1386-4157,1573-6938,Springer,,Netherlands,English,https://www.springer.com/journal/10683
Games and Economic Behavior,0899-8256,1090-2473,Academic Press,,United States,English,http://www.sciencedirect.com/science/journal/08998256
International Economic Review,0020-6598,1468-2354,John Wiley & Sons,The Economics Department of the University of Pennsylvania and the Osaka University Institute of Social and Economic Research Association,United States,English,https://onlinelibrary.wiley.com/journal/14682354
Journal of applied econometrics,0883-7252,1099-1255,John Wiley & Sons,,United Kingdom,English,https://onlinelibrary.wiley.com/journal/10991255?tabActivePane=
Journal of Development Economics,0304-3878,1872-6089,Elsevier,,Netherlands,English,http://www.sciencedirect.com/science/journal/03043878
Journal of Econometrics,0304-4076,1872-6895,,North Holland Publishing Company,Netherlands,,http://www.sciencedirect.com/science/journal/03044076
Journal of Economic Behavior and Organization,0167-2681,1879-1751,Elsevier,North Holland Publishing Company,Netherlands,English,http://www.sciencedirect.com/science/journal/01672681
Journal of economic growth,1381-4338,1573-7020,Springer,,Netherlands,English,https://www.springer.com/journal/10887
Journal of Economic Theory,0022-0531,1095-7235,Elsevier,,United States,English,http://www.sciencedirect.com/science/journal/00220531
Journal of Environmental Economics and Management,0095-0696,1096-0449,Academic Press,,United States,,http://www.sciencedirect.com/science/journal/00950696
Journal of Financial Economics,0304-405X,1879-2774,Elsevier,,Netherlands,,http://www.sciencedirect.com/science/journal/0304405X
Journal of International Economics,0022-1996,1873-0353,Elsevier,,Netherlands,English,https://www.sciencedirect.com/journal/journal-of-international-economics
Journal of Labor Economics,0734-306X,1537-5307,,University of Chicago Press,United States,,http://www.journals.uchicago.edu/toc/jole/current
Journal of Monetary Economics,0304-3932,,Elsevier,,Netherlands,English,http://www.sciencedirect.com/science/journal/03043932
"Journal of Money, Credit and Banking",0022-2879,1538-4616,John Wiley & Sons,The Ohio State University,United States,English,https://onlinelibrary.wiley.com/journal/15384616
Journal of Political Economy,0022-3808,1537-534X,,University of Chicago Press,United States,,http://www.journals.uchicago.edu/JPE/home.html
Journal of Population Economics,0933-1433,1432-1475,Springer,,Germany,English,https://www.springer.com/journal/148
Journal of Public Economics,0047-2727,1879-2316,Elsevier,,Netherlands,English,http://www.sciencedirect.com/science/journal/00472727
Journal of Risk and Uncertainty,0895-5646,1573-0476,Springer,,"Netherlands, United States",English,https://www.springer.com/journal/11166
Journal of the Association of Environmental and Resource Economists,2333-5955,2333-5963,University of Chicago Press,,United States,English,http://www.press.uchicago.edu/ucp/journals/journal/jaere.html
Journal of the European Economic Association,1542-4766,1542-4774,Oxford University Press,,United States,English,https://academic.oup.com/jeea
Journal of Urban Economics,0094-1190,1095-9068,Academic Press,,United States,English,http://www.sciencedirect.com/science/journal/00941190
Labour Economics,0927-5371,1879-1034,Elsevier,,Netherlands,English,http://www.sciencedirect.com/science/journal/09275371
Quantitative Economics,1759-7323,1759-7331,,The Econometric Society,United States,English,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1759-7331
Quarterly Journal of Economics,0033-5533,1531-4650,MIT Press,,United States,,http://mitpress.mit.edu/catalog/item/default.asp?ttype=4&tid=8
RAND Journal of Economics,0741-6261,1756-2171,John Wiley & Sons,,United States,English,https://onlinelibrary.wiley.com/journal/17562171
Review of economic dynamics,1094-2025,1096-6099,Elsevier,,Netherlands,English,http://www.sciencedirect.com/science/journal/10942025
Review of Economic Studies,0034-6527,1467-937X,Oxford University Press,,United Kingdom,English,https://academic.oup.com/restud
Review of Economics and Statistics,0034-6535,1530-9142,,,,,https://mitpress.mit.edu/
The American Economic Review,0002-8282,1944-7981,,,United States,,http://www.aeaweb.org/aer/index.php
The Journal of human resources,0022-166X,1548-8004,University of Wisconsin Press,,United States,English,http://jhr.uwpress.org/
The Journal of Industrial Economics,0022-1821,1467-6451,John Wiley & Sons,,United Kingdom,English,https://onlinelibrary.wiley.com/journal/14676451?tabActivePane=
The Journal of law & economics,0022-2186,1537-5285,,,,,http://www.press.uchicago.edu/
The Scandinavian Journal of Economics,0347-0520,1467-9442,John Wiley & Sons,,Sweden,English,https://onlinelibrary.wiley.com/journal/14679442
Theoretical Economics,1933-6837,1555-7561,,Econometric Society,United States,English,http://econtheory.org/
Adult Education Quarterly,0741-7136,1552-3047,Sage Publications,,United States,English,http://www.sagepub.com/journalsProdDesc.nav?prodId=Journal200765
Assessment & Evaluation in Higher Education,0260-2938,1469-297X,Taylor & Francis,,United Kingdom,English,https://www.tandfonline.com/journals/caeh20
"Assessment in Education: Principles, Policy & Practice",0969-594X,1465-329X,Routledge,,United Kingdom,English,https://www.tandfonline.com/loi/caie20
British Educational Research Journal (BERJ),0141-1926,1469-3518,John Wiley & Sons,,United Kingdom,English,https://bera-journals.onlinelibrary.wiley.com/journal/14693518
British Journal of Educational Studies,0007-1005,1467-8527,Routledge,,United Kingdom,English,http://www.tandfonline.com/toc/rbje20/current
Comparative Education,0305-0068,1360-0486,Routledge,,United Kingdom,English,http://www.tandfonline.com/toc/cced20/current
Comparative Education Review,0010-4086,1545-701X,University of Chicago Press,Comparative and International Education Society,United States,English,http://www.journals.uchicago.edu/toc/cer/current
Contemporary Educational Psychology,0361-476X,1090-2384,Academic Press,,United States,English,http://www.sciencedirect.com/science/journal/0361476X
Contemporary Issues in Early Childhood,,1463-9491,Sage Publications,,United Kingdom,English,https://journals.sagepub.com/home/cie
Dyslexia,1076-9242,1099-0909,John Wiley & Sons,,United Kingdom,English,https://onlinelibrary.wiley.com/journal/10990909
Education + Training,0040-0912,1758-6127,Emerald Group Publishing Limited,Emerald Publishing Services,United Kingdom,English,http://www.emeraldinsight.com/loi/et
Educational Action Research,0965-0792,1747-5074,Routledge,,United Kingdom,,http://www.routledge.com/
Educational Administration Quarterly,0013-161X,1552-3519,Sage Publications,,United States,English,http://eaq.sagepub.com/
Educational Evaluation and Policy Analysis,0162-3737,1935-1062,Sage Publications,,United States,English,http://epa.sagepub.com/
Educational Psychologist,0046-1520,1532-6985,Routledge,,United States,English,http://www.tandfonline.com/toc/hedp20/current
Educational Psychology,0144-3410,1469-5820,Routledge,,United Kingdom,English,http://www.tandfonline.com/toc/cedp20/current
Educational Research,0013-1881,1469-5847,Taylor & Francis,,United Kingdom,English,https://www.tandfonline.com/toc/rere20/current
Educational Research Review,1747-938X,1878-0385,Elsevier,,Netherlands,English,http://www.sciencedirect.com/science/journal/1747938X
Educational Researcher,0013-189X,1935-102X,Sage Publications,,United States,English,http://www.sagepub.com/journalsProdDesc.nav?prodId=Journal201856
Educational Theory,0013-2004,1741-5446,,University of Illinois,United States,English,https://onlinelibrary.wiley.com/journal/17415446
Environmental Education Research,1350-4622,1469-5871,Routledge,Taylor Francis Online,United Kingdom,English,https://www.tandfonline.com/toc/ceer20/current
European Early Childhood Education Research Journal,1350-293X,1752-1807,Routledge,,United Kingdom,English,http://www.tandfonline.com/loi/recr20
European Educational Research Journal,,1474-9041,Sage Publications,,United Kingdom,English,http://eer.sagepub.com/
European Journal of Education,0141-8211,1465-3435,John Wiley & Sons,,Netherlands,English,https://onlinelibrary.wiley.com/journal/14653435
European Journal of Special Needs Education,0885-6257,1469-591X,Routledge,,United Kingdom,English,http://www.tandfonline.com/action/journalInformation?journalCode=rejs20
European Journal of Teacher Education,0261-9768,1469-5928,Routledge,,United Kingdom,English,http://www.tandf.co.uk/journals/titles/02619768.asp
Gender and Education,0954-0253,1360-0516,Routledge,,United Kingdom,English,http://www.tandfonline.com/loi/cgee20
